,speaker,statement,sentiment,words,lemmatization
139,DIAZ BALART," We want to turn to an issue that has been in the news especially this week. There are undocumented children being held alone in detention. Even as close as Homestead, Florida, right here less than 30 miles from where we are tonight. Fathers and mothers and children are dying while trying to enter the United States of America. We saw that image today that broke our hearts and they had names. Oscar Martinez and his 23 month old daughter Valeria(PH) died trying to cross the river to ask for asylum in this country. Last month, more than 130,000 migrants were apprehended at the Southern Border. Secretary Castro, if you were president today what would you specifically do?",-0.7783,"['want', 'turn', 'issue', 'news', 'especially', 'week', 'undocumented', 'children', 'held', 'alone', 'detention', 'even', 'close', 'homestead', 'florida', 'right', 'less', 'miles', 'tonight', 'fathers', 'mothers', 'children', 'dying', 'trying', 'enter', 'united', 'states', 'america', 'saw', 'image', 'today', 'broke', 'hearts', 'names', 'oscar', 'martinez', 'month', 'old', 'daughter', 'valeria', 'ph', 'died', 'trying', 'cross', 'river', 'ask', 'asylum', 'country', 'last', 'month', 'migrants', 'apprehended', 'southern', 'border', 'secretary', 'castro', 'president', 'today', 'would', 'specifically']","['want/VB', 'turn/VB', 'issue/NN', 'have/VB', 'be/VB', 'news/NN', 'especially/RB', 'week/NN', 'there/RB', 'be/VB', 'undocumented/JJ', 'child/NN', 'be/VB', 'hold/VB', 'alone/RB', 'detention/NN', 'even/RB', 'close/RB', 'homestead/NN', 'florida/NN', 'right/RB', 'here/RB', 'less/JJ', 'mile/NN', 'be/VB', 'tonight/NN', 'father/NN', 'mother/NN', 'child/NN', 'be/VB', 'die/VB', 'try/VB', 'enter/VB', 'united/NN', 'states/NN', 'america/NN', 'see/VB', 'image/NN', 'today/NN', 'break/VB', 'heart/NN', 'have/VB', 'name/NN', 'oscar/NN', 'martinez/NN', 'month/NN', 'old/JJ', 'daughter/NN', 'valerium/NN', 'ph/NN', 'die/VB', 'try/VB', 'cross/VB', 'river/NN', 'ask/VB', 'asylum/NN', 'country/NN', 'last/JJ', 'month/NN', 'more/RB', 'migrant/NN', 'be/VB', 'apprehend/VB', 'southern/JJ', 'border/NN', 'secretary/NN', 'castro/NN', 'be/VB', 'president/NN', 'today/NN', 'specifically/RB', 'do/VB']"
140,CASTRO," Thank you very much, Jose. I’m very proud that in April I became the first candidate to put forward a comprehensive immigration plan and we saw those images —watching that image of Oscar and his daughter Valeria is heartbreaking. It should also piss us all off. If I were president—and it should spur us to action. If I were president I would sign an executive order that would get rid of Trump’s zero tolerance policy, the remain in Mexico policy and the metering policy. This metering policy is basically what prompted Oscar and Valeria to make that risky swim across the river—river. They have been playing games with people who are coming and trying to seek asylum at the ports of entry. Oscar and Valeria went to a port of entry and then they were denied the ability to make an asylum claim. So, they got frustrated and they tried to cross the river and they died because of that.",-0.6674,"['thank', 'much', 'jose', 'proud', 'april', 'became', 'first', 'candidate', 'put', 'forward', 'comprehensive', 'immigration', 'plan', 'saw', 'images', 'image', 'oscar', 'daughter', 'valeria', 'heartbreaking', 'also', 'piss', 'us', 'spur', 'us', 'action', 'president', 'would', 'sign', 'executive', 'order', 'would', 'get', 'rid', 'trump', 'zero', 'tolerance', 'policy', 'remain', 'mexico', 'policy', 'metering', 'policy', 'metering', 'policy', 'basically', 'prompted', 'oscar', 'valeria', 'make', 'risky', 'swim', 'across', 'playing', 'games', 'people', 'coming', 'trying', 'seek', 'asylum', 'ports', 'entry', 'oscar', 'valeria', 'went', 'port', 'entry', 'denied', 'ability', 'make', 'asylum', 'claim', 'got', 'frustrated', 'tried', 'cross', 'river', 'died']","['thank/NN', 'very/RB', 'much/JJ', 'jose/NN', 'very/RB', 'proud/JJ', 'april/NN', 'become/VB', 'first/JJ', 'candidate/NN', 'put/VB', 'forward/RB', 'comprehensive/JJ', 'immigration/NN', 'plan/NN', 'see/VB', 'image/NN', 'watch/VB', 'image/NN', 'oscar/NN', 'daughter/NN', 'valeria/NN', 'be/VB', 'heartbreaking/JJ', 'also/RB', 'piss/VB', 'be/VB', 'president/NN', 'spur/VB', 'action/NN', 'be/VB', 'president/NN', 'sign/VB', 'executive/NN', 'order/NN', 'get/VB', 'rid/VB', 'trump/NN', 'tolerance/NN', 'policy/NN', 'remain/NN', 'mexico/NN', 'policy/NN', 'meter/VB', 'policy/NN', 'meter/VB', 'policy/NN', 'be/VB', 'basically/RB', 'prompt/VB', 'oscar/NN', 'valerium/NN', 'make/VB', 'risky/JJ', 'swim/VB', 'river/NN', 'river/NN', 'have/VB', 'be/VB', 'play/VB', 'game/NN', 'person/NN', 'be/VB', 'come/VB', 'try/VB', 'seek/VB', 'asylum/NN', 'port/NN', 'entry/NN', 'oscar/NN', 'valerium/NN', 'go/VB', 'port/NN', 'entry/NN', 'then/RB', 'be/VB', 'deny/VB', 'ability/NN', 'make/VB', 'asylum/NN', 'claim/NN', 'get/VB', 'frustrated/JJ', 'try/VB', 'cross/VB', 'river/NN', 'die/VB']"
141,DIAZ BALART," On day one, sorry. I (INAUDIBLE).",-0.0772,"['day', 'one', 'sorry', 'inaudible']","['day/NN', 'sorry/VB', 'inaudible/JJ']"
142,CASTRO, On day one I would sign an executive order that would address metering and the in would follow that up in my first 100 days with immigration reform that would honor asylum claims. That would put undocumented immig—undocumented immigrants as long as they haven’t committed a serious crime on a pathway to citizenship and we get to the root cause of the issue which is—we need a marshal plan for Honduras and Guatemala and El Salvador. So that people can find safety and opportunity at home instead of coming to the United States to seek it.,0.836,"['day', 'one', 'would', 'sign', 'executive', 'order', 'would', 'address', 'metering', 'would', 'follow', 'first', 'days', 'immigration', 'reform', 'would', 'honor', 'asylum', 'claims', 'would', 'put', 'undocumented', 'immigrants', 'long', 'committed', 'serious', 'crime', 'pathway', 'citizenship', 'get', 'root', 'cause', 'issue', 'need', 'marshal', 'plan', 'honduras', 'guatemala', 'el', 'salvador', 'people', 'find', 'safety', 'opportunity', 'home', 'instead', 'coming', 'united', 'states', 'seek']","['day/NN', 'sign/VB', 'executive/NN', 'order/NN', 'address/VB', 'meter/VB', 'follow/VB', 'first/JJ', 'day/NN', 'immigration/NN', 'reform/NN', 'honor/VB', 'asylum/NN', 'claim/VB', 'put/VB', 'undocumented/JJ', 'immig/NN', 'undocumented/JJ', 'immigrant/NN', 'long/RB', 'haven/NN', 'commit/VB', 'serious/JJ', 'crime/NN', 'pathway/NN', 'citizenship/NN', 'get/VB', 'root/NN', 'cause/NN', 'issue/NN', 'be/VB', 'need/VB', 'marshal/NN', 'plan/NN', 'hondura/NN', 'guatemala/NN', 'el/NN', 'salvador/NN', 'so/RB', 'person/NN', 'find/VB', 'safety/NN', 'opportunity/NN', 'home/NN', 'instead/RB', 'come/VB', 'united/NN', 'states/NN', 'seek/VB']"
143,DIAZ BALART," Senator Booker, what would you do on day one? And this is a situation that the next president will inherit.",0.0,"['senator', 'booker', 'would', 'day', 'one', 'situation', 'next', 'president', 'inherit']","['senator/NN', 'booker/NN', 'do/VB', 'day/NN', 'one/NN', 'be/VB', 'situation/NN', 'next/JJ', 'president/NN', 'inherit/VB']"
144,BOOKER," Yes. (UNTRANSLATED) On day one I will make sure that number one, we end the ICE policies and the customs and border policies are violating the human rights. When people come to their—this country they do not leave their human rights at the border. Number two, I will make sure that we reinstate DACA, that we reinstate pathways to citizenship for DACA recipients and to make sure that people who are here on temporary protected status can stay and remain here. And then finally, we need to make sure that we address the issues that made Oscar and Valeria come in the first place by making major investments in the Northern Triangle. Not like this president is doing by ripping away the resources we need to actually solve this problem. We cannot surrender our values and think that we are going to get border security. We actually will lose security and our values. We must fight for both.",0.3812,"['yes', 'untranslated', 'day', 'one', 'make', 'sure', 'number', 'one', 'end', 'ice', 'policies', 'customs', 'border', 'policies', 'violating', 'human', 'rights', 'people', 'come', 'country', 'leave', 'human', 'rights', 'border', 'number', 'two', 'make', 'sure', 'reinstate', 'daca', 'reinstate', 'pathways', 'citizenship', 'daca', 'recipients', 'make', 'sure', 'people', 'temporary', 'protected', 'status', 'stay', 'remain', 'finally', 'need', 'make', 'sure', 'address', 'issues', 'made', 'oscar', 'valeria', 'come', 'first', 'place', 'making', 'major', 'investments', 'northern', 'triangle', 'like', 'president', 'ripping', 'away', 'resources', 'need', 'actually', 'solve', 'problem', 'surrender', 'values', 'think', 'going', 'get', 'border', 'security', 'actually', 'lose', 'security', 'values', 'must', 'fight']","['yes/RB', 'untranslated/JJ', 'day/NN', 'make/VB', 'sure/JJ', 'number/NN', 'end/VB', 'ice/NN', 'policy/NN', 'custom/NN', 'border/NN', 'policy/NN', 'be/VB', 'violate/VB', 'human/JJ', 'right/NN', 'person/NN', 'come/VB', 'country/NN', 'do/VB', 'not/RB', 'leave/VB', 'human/JJ', 'right/NN', 'border/NN', 'number/NN', 'make/VB', 'sure/JJ', 'reinstate/VB', 'daca/NN', 'reinstate/VB', 'pathway/NN', 'citizenship/NN', 'daca/NN', 'recipient/NN', 'make/VB', 'sure/JJ', 'person/NN', 'be/VB', 'here/RB', 'temporary/JJ', 'protected/JJ', 'status/NN', 'stay/VB', 'remain/NN', 'here/RB', 'then/RB', 'finally/RB', 'need/VB', 'make/VB', 'sure/JJ', 'address/VB', 'issue/NN', 'made/NN', 'oscar/NN', 'come/VB', 'first/JJ', 'place/NN', 'make/VB', 'major/JJ', 'investment/NN', 'northern/JJ', 'triangle/NN', 'not/RB', 'president/NN', 'be/VB', 'do/VB', 'rip/VB', 'away/RB', 'resource/NN', 'need/VB', 'actually/RB', 'solve/VB', 'problem/NN', 'surrender/VB', 'value/NN', 'think/VB', 'be/VB', 'go/VB', 'get/VB', 'border/NN', 'security/NN', 'actually/RB', 'lose/VB', 'security/NN', 'value/NN', 'fight/VB']"
145,CASTRO," If I might very briefly—and this is an important point. My plan and I’m glad to see that Senator Booker, Senator Warren and Governor Inslee agree with me on this—my plan also includes getting red—getting rid of Section 1325 of Immigration Nationality Act. To go back to the way we used to treat this—when somebody comes across the border not to criminalize desperation. To treat that as a civil violation. And—and here is why it’s important—we see all of this horrendous family separation they use that law Section 1325 to justify under the law separating little children from their families.",0.6684,"['might', 'important', 'point', 'plan', 'glad', 'see', 'senator', 'booker', 'senator', 'warren', 'governor', 'inslee', 'agree', 'plan', 'also', 'includes', 'getting', 'rid', 'section', 'immigration', 'nationality', 'act', 'go', 'back', 'way', 'used', 'treat', 'somebody', 'comes', 'across', 'border', 'criminalize', 'desperation', 'treat', 'civil', 'violation', 'see', 'horrendous', 'family', 'separation', 'use', 'law', 'section', 'justify', 'law', 'separating', 'little', 'children', 'families']","['very/RB', 'briefly/NN', 'be/VB', 'important/JJ', 'point/NN', 'plan/NN', 'glad/JJ', 'see/VB', 'senator/NN', 'booker/NN', 'senator/NN', 'warren/NN', 'governor/NN', 'inslee/NN', 'agree/VB', 'plan/NN', 'also/RB', 'include/VB', 'get/VB', 'red/JJ', 'get/VB', 'rid/JJ', 'section/NN', 'immigration/NN', 'nationality/NN', 'act/NN', 'go/VB', 'back/RB', 'way/NN', 'used/VB', 'treat/VB', 'somebody/NN', 'come/VB', 'border/NN', 'not/RB', 'criminalize/VB', 'desperation/NN', 'treat/VB', 'civil/JJ', 'violation/NN', 'here/RB', 'be/VB', 'important/JJ', 'see/VB', 'horrendous/JJ', 'family/NN', 'separation/NN', 'use/VB', 'law/NN', 'section/NN', 'justify/VB', 'law/NN', 'separate/VB', 'little/JJ', 'child/NN', 'family/NN']"
146,BOOKER, Jose you were not asked,0.0,"['jose', 'asked']","['jose/RB', 'be/VB', 'not/RB', 'ask/VB']"
147,CASTRO, So I challenge every single candidate on this stage to support the repeal of Section 1325.,0.5095,"['challenge', 'every', 'single', 'candidate', 'stage', 'support', 'repeal', 'section']","['challenge/NN', 'single/JJ', 'candidate/NN', 'stage/NN', 'support/VB', 'repeal/NN', 'section/NN']"
148,BOOKER, I already have.,0.0,['already'],"['already/RB', 'have/VB']"
149,DIAZ BALART, 30 seconds.,0.0,['seconds'],['second/NN']
150,BOOKER," As my friend here said I agree with him on that issue but folks should understand that the separation of children from families doesn’t just go on at our border. It happens in our communities. ICE are ripping away parents from their American children, spouses and the like. And are creating fear in cities all across this country where parents are afraid to even drop their kids off to school or go to work. We must end those policies as well.",0.3612,"['friend', 'said', 'agree', 'issue', 'folks', 'understand', 'separation', 'children', 'families', 'go', 'border', 'happens', 'communities', 'ice', 'ripping', 'away', 'parents', 'american', 'children', 'spouses', 'like', 'creating', 'fear', 'cities', 'across', 'country', 'parents', 'afraid', 'even', 'drop', 'kids', 'school', 'go', 'work', 'must', 'end', 'policies', 'well']","['friend/NN', 'here/RB', 'say/VB', 'agree/VB', 'issue/NN', 'folk/NN', 'understand/VB', 'separation/NN', 'child/NN', 'family/NN', 'just/RB', 'go/VB', 'border/NN', 'happen/VB', 'community/NN', 'ice/NN', 'be/VB', 'rip/VB', 'parent/NN', 'american/JJ', 'child/NN', 'spouse/NN', 'like/JJ', 'be/VB', 'create/VB', 'fear/NN', 'city/NN', 'country/NN', 'parent/NN', 'be/VB', 'afraid/JJ', 'even/RB', 'drop/VB', 'kid/NN', 'school/NN', 'go/VB', 'work/VB', 'end/VB', 'policy/NN', 'as/RB', 'well/RB']"
151,DE BLASIO, (INAUDIBLE)— about immigration this country—because look at the bottom line here. Those tragic—that tragic photo of those that parent that child and I’m saying this as a father—every American should feel that in their heart. Every American should say-,-0.4588,"['inaudible', 'immigration', 'look', 'bottom', 'line', 'tragic', 'photo', 'parent', 'child', 'saying', 'american', 'feel', 'heart', 'every', 'american']","['inaudible/JJ', 'immigration/NN', 'country/NN', 'look/NN', 'bottom/JJ', 'line/NN', 'here/RB', 'tragic/JJ', 'tragic/JJ', 'photo/NN', 'parent/NN', 'child/NN', 'say/VB', 'father/NN', 'american/JJ', 'feel/VB', 'heart/NN', 'american/JJ', 'say/VB']"
152,DE BLASIO," Those are not our values but we have to get under the skin of why we have this crisis in our system because we are not being honest about the division that has been fomented in this country. The way that American citizens have been told that immigrants somehow created their misery and their pain and their challenges. For all of the American citizens out there who feel you are falling behind or feel the American dream is not working for you the immigrants didn’t do that to you. The big corporations did that to you. The one person did that to you. We need to be a party of working people and that includes a party of immigrants but first we have to tell working people in America who are hurting that we are going to be on their side every single time against those big corporations who created this mess to begin with and remind people we are all in this together. If we don’t change that debate, that politics that is holding us back we won’t get all of these reforms that people are talking about. That is what we need to do as Democrats.",-0.9566,"['values', 'get', 'skin', 'crisis', 'system', 'honest', 'division', 'fomented', 'country', 'way', 'american', 'citizens', 'told', 'immigrants', 'somehow', 'created', 'misery', 'pain', 'challenges', 'american', 'citizens', 'feel', 'falling', 'behind', 'feel', 'american', 'dream', 'working', 'immigrants', 'big', 'corporations', 'one', 'person', 'need', 'party', 'working', 'people', 'includes', 'party', 'immigrants', 'first', 'tell', 'working', 'people', 'america', 'hurting', 'going', 'side', 'every', 'single', 'time', 'big', 'corporations', 'created', 'mess', 'begin', 'remind', 'people', 'together', 'change', 'debate', 'politics', 'holding', 'us', 'back', 'get', 'reforms', 'people', 'talking', 'need', 'democrats']","['be/VB', 'not/RB', 'value/NN', 'have/VB', 'get/VB', 'skin/NN', 'have/VB', 'crisis/NN', 'system/NN', 'be/VB', 'not/RB', 'be/VB', 'honest/JJ', 'division/NN', 'have/VB', 'be/VB', 'foment/VB', 'country/NN', 'way/NN', 'american/JJ', 'citizen/NN', 'have/VB', 'be/VB', 'tell/VB', 'immigrant/NN', 'somehow/RB', 'create/VB', 'misery/NN', 'pain/NN', 'challenge/NN', 'american/JJ', 'citizen/NN', 'feel/VB', 'be/VB', 'fall/VB', 'behind/RB', 'feel/VB', 'american/JJ', 'dream/NN', 'be/VB', 'not/RB', 'work/VB', 'immigrant/NN', 'didn/VB', 'do/VB', 'big/JJ', 'corporation/NN', 'do/VB', 'person/NN', 'do/VB', 'need/VB', 'be/VB', 'party/NN', 'working/JJ', 'person/NN', 'include/VB', 'party/NN', 'immigrant/NN', 'first/JJ', 'have/VB', 'tell/VB', 'person/NN', 'america/NN', 'be/VB', 'hurt/VB', 'be/VB', 'go/VB', 'be/VB', 'side/NN', 'single/JJ', 'time/NN', 'big/JJ', 'corporation/NN', 'create/VB', 'mess/NN', 'begin/VB', 'remind/JJ', 'person/NN', 'be/VB', 'together/RB', 'don/VB', 'change/NN', 'debate/NN', 'politic/NN', 'be/VB', 'hold/VB', 'back/VB', 'win/VB', 'get/VB', 'reform/NN', 'person/NN', 'be/VB', 'talk/VB', 'be/VB', 'need/VB', 'do/VB', 'democrat/NN']"
153,DIAZ-BALART, If I could I’m sorry (UNTRANSLATED) O’Rourke (UNTRANSLATED). What would you do congressman day one at the White House?,-0.0772,"['could', 'sorry', 'untranslated', 'rourke', 'untranslated', 'would', 'congressman', 'day', 'one', 'white', 'house']","['sorry/RB', 'untranslated/JJ', 'rourke/NN', 'untranslate/VB', 'do/VB', 'congressman/NN', 'day/NN', 'one/NN', 'white/JJ', 'house/NN']"
